City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
379,Mount Gambier,-37.8333,140.7667,46.31,81,75,20.71,AU,2021-09-19 23:09:19
380,Port Hedland,-20.3167,118.5667,64.45,39,19,9.22,AU,2021-09-19 23:09:19
381,Chinhoyi,-17.3667,30.2,61.14,68,0,4.56,ZW,2021-09-19 23:09:20
382,Goma,-1.6792,29.2228,64.44,84,91,2.33,CD,2021-09-19 23:09:20
383,Punta Cardon,11.6581,-70.215,83.77,67,7,20.38,VE,2021-09-19 23:09:20
384,Galesong,-5.3166,119.3661,75.22,90,100,5.1,ID,2021-09-19 23:09:21
385,Vung Tau,10.346,107.0843,78.57,82,99,5.37,VN,2021-09-19 23:09:21
386,Tsumeb,-19.2333,17.7167,80.64,23,67,1.99,NA,2021-09-19 23:09:21
387,Port Lincoln,-34.7333,135.8667,53.06,58,79,23.26,AU,2021-09-19 23:09:22
388,Alyangula,-13.8483,136.4192,78.49,67,100,9.33,AU,2021-09-19 23:09:22
389,Jibuti,11.5,42.5,89.02,32,49,9.69,DJ,2021-09-19 23:09:22
390,Palmas Bellas,9.2319,-80.0867,78.71,85,100,5.59,PA,2021-09-19 23:09:23
391,Humen,22.819,113.6731,84.2,83,34,3.56,CN,2021-09-19 23:09:23
392,Camacha,33.0833,-16.3333,70.56,73,75,10.36,PT,2021-09-19 23:09:23
393,Kuchera,26.9839,73.9719,81.95,75,99,0.69,IN,2021-09-19 23:09:23
394,Kilindoni,-7.9139,39.6668,76.62,76,31,18.19,TZ,2021-09-19 23:09:24
395,Dalian,38.9122,121.6022,72.63,94,90,20.13,CN,2021-09-19 23:09:24
396,Sola,-13.8833,167.55,79.11,77,84,25.17,VU,2021-09-19 23:06:13
397,Santiago,-33.4569,-70.6483,58.44,54,40,5.75,CL,2021-09-19 23:05:13
398,Mirnyy,62.5353,113.9611,32.22,78,96,7.83,RU,2021-09-19 23:09:24
399,Praia,14.9215,-23.5087,79.34,94,40,8.05,CV,2021-09-19 23:08:30
400,Nortelandia,-14.4547,-56.8028,87.17,17,1,5.3,BR,2021-09-19 23:09:25
401,Rincon,32.296,-81.2354,81.86,83,90,11.5,US,2021-09-19 23:09:25
402,Maroantsetra,-15.4333,49.7333,69.84,88,100,9.26,MG,2021-09-19 23:06:11
403,San Jeronimo,-11.9472,-75.2829,54.12,65,70,6.8,PE,2021-09-19 23:09:25
404,Winnemucca,40.973,-117.7357,64.45,27,90,10.36,US,2021-09-19 23:09:26
405,Smidovich,48.6,133.8167,51.12,59,0,10.67,RU,2021-09-19 23:09:26
406,Acajutla,13.5928,-89.8275,82.89,78,98,5.7,SV,2021-09-19 23:09:26
407,Jutai,-5.1833,-68.9,78.76,77,64,1.97,BR,2021-09-19 23:09:27
408,Isangel,-19.55,169.2667,74.32,59,31,12.48,VU,2021-09-19 23:09:27
409,Shenjiamen,29.9576,122.298,78.06,92,20,21.09,CN,2021-09-19 23:09:27
410,Senno,59.5336,33.9167,38.12,79,100,10.49,RU,2021-09-19 23:09:27
411,Betare Oya,5.6,14.0833,67.42,95,74,1.28,CM,2021-09-19 23:09:28
412,Mount Isa,-20.7333,139.5,80.37,28,4,12.66,AU,2021-09-19 23:09:28
413,Zilair,52.2332,57.4392,29.79,86,66,2.84,RU,2021-09-19 23:09:28
414,Viedma,-40.8135,-62.9967,49.24,94,67,9.57,AR,2021-09-19 23:09:29
415,Waipawa,-41.4122,175.5153,58.93,65,75,7.05,NZ,2021-09-19 23:09:29
416,Bereda,43.2686,-7.5406,55.99,100,79,2.26,ES,2021-09-19 23:09:29
417,Rock Sound,24.9,-76.2,83.57,71,26,9.31,BS,2021-09-19 23:09:30
418,Mahibadhoo,3.7833,72.9667,82.13,78,83,7.09,MV,2021-09-19 23:09:30
419,Tianpeng,30.9866,103.9393,66.4,72,25,4.5,CN,2021-09-19 23:09:30
420,Mizdah,31.4451,12.9801,78.04,23,0,3.94,LY,2021-09-19 23:09:31
421,Rio Cuarto,-33.1307,-64.3499,65.84,63,93,5.86,AR,2021-09-19 23:09:31
422,Portland,45.5234,-122.6762,68.58,76,75,1.01,US,2021-09-19 23:09:17
423,Khash,28.2211,61.2158,72.16,20,0,2.95,IR,2021-09-19 23:09:31
424,Khandyga,62.6667,135.6,33.37,99,100,5.28,RU,2021-09-19 23:09:31
425,Jumla,29.2747,82.1838,57.69,91,19,3.02,NP,2021-09-19 23:09:32
426,San Cosme Y Damian,-27.3167,-56.35,87.98,45,71,6.96,PY,2021-09-19 23:09:32
427,Skotterud,59.9828,12.1283,47.08,70,99,3.04,NO,2021-09-19 23:09:33
428,Kandrian,-6.2167,149.55,80.47,82,93,6.44,PG,2021-09-19 23:09:33
429,Fairbanks,64.8378,-147.7164,48.6,65,40,8.05,US,2021-09-19 23:09:34
430,Isabela,6.7085,121.9711,79.2,81,100,2.13,PH,2021-09-19 23:09:34
431,Arrecife,28.963,-13.5477,73.47,64,20,5.75,ES,2021-09-19 23:09:34
432,At-Bashi,41.1702,75.8106,49.46,31,0,0.76,KG,2021-09-19 23:09:35
433,Sorland,67.667,12.6934,52.18,78,100,12.46,NO,2021-09-19 23:09:35
434,Ankazobe,-18.3167,47.1167,54.01,86,96,6.62,MG,2021-09-19 23:09:35
435,Port Moresby,-9.4431,147.1797,78.49,80,100,6.06,PG,2021-09-19 23:09:35
436,Yulara,-25.2406,130.9889,67.35,26,57,21.63,AU,2021-09-19 23:09:36
437,Igra,57.5558,53.0547,36.79,68,99,4.85,RU,2021-09-19 23:09:36
438,Avera,33.194,-82.5271,82.71,67,100,7.45,US,2021-09-19 23:09:36
439,Nelson Bay,-32.7167,152.15,67.28,63,0,1.01,AU,2021-09-19 23:09:37
440,Chiredzi,-21.05,31.6667,61.84,56,4,4.03,ZW,2021-09-19 23:09:37
441,Derzhavinsk,51.1,66.3167,38.19,60,5,9.78,KZ,2021-09-19 23:09:37
442,Carora,10.1755,-70.0827,82.18,58,88,5.86,VE,2021-09-19 23:09:38
443,Saint Anthony,45.0205,-93.218,88.12,48,1,1.99,US,2021-09-19 23:09:38
444,Sembe,1.6481,14.5806,69.84,98,81,1.72,CG,2021-09-19 23:09:38
445,Yeppoon,-23.1333,150.7333,71.38,62,5,9.28,AU,2021-09-19 23:09:38
446,Barcelos,41.5388,-8.6151,64.92,92,30,5.86,PT,2021-09-19 23:09:05
447,Reinosa,42.9996,-4.138,54.05,95,88,4.27,ES,2021-09-19 23:09:39
448,Algiers,36.7525,3.042,71.42,83,20,2.3,DZ,2021-09-19 23:09:39
449,Machali,-34.1833,-70.6667,54.68,62,75,6.91,CL,2021-09-19 23:09:40
450,Lima,-12.0432,-77.0282,59.25,77,90,12.66,PE,2021-09-19 23:07:30
451,Krasnoselkup,65.7,82.4667,36.75,90,100,6.35,RU,2021-09-19 23:09:40
452,San Cristobal,7.7669,-72.225,77.18,96,56,2.89,VE,2021-09-19 23:09:40
453,Quatre Cocos,-20.2078,57.7625,64.09,62,86,10.96,MU,2021-09-19 23:09:40
454,Grindavik,63.8424,-22.4338,50.47,93,90,26.46,IS,2021-09-19 23:09:41
455,Norman Wells,65.282,-126.8329,45.79,77,100,6.89,CA,2021-09-19 23:09:41
456,Port Hardy,50.6996,-127.4199,57.38,88,75,3.44,CA,2021-09-19 23:09:41
457,Rosarito,32.3333,-117.0333,84.07,65,0,9.48,MX,2021-09-19 23:09:42
458,Gamba,-2.65,10.0,74.44,81,72,4.94,GA,2021-09-19 23:09:42
459,Taunsa,30.7048,70.6505,90.21,41,29,11.36,PK,2021-09-19 23:09:42
460,Ximei,24.9639,118.3794,78.3,88,3,1.59,CN,2021-09-19 23:09:43
461,San Luis,-33.295,-66.3356,61.25,69,50,18.01,AR,2021-09-19 23:07:32
462,Enkoping,59.6361,17.0777,47.82,69,65,5.28,SE,2021-09-19 23:09:43
463,Surt,31.2089,16.5887,83.12,46,0,11.86,LY,2021-09-19 23:09:43
464,Nouadhibou,20.931,-17.0347,73.17,88,58,13.06,MR,2021-09-19 23:09:44
465,Tayoltita,24.0833,-105.9333,75.94,86,31,4.29,MX,2021-09-19 23:09:44
466,Gornopravdinsk,60.05,69.9,35.4,98,100,10.29,RU,2021-09-19 23:09:44
467,Comodoro Rivadavia,-45.8667,-67.5,46.26,66,0,3.44,AR,2021-09-19 23:07:20
468,Ahuimanu,21.4447,-157.8378,89.31,61,40,12.66,US,2021-09-19 23:09:44
469,Zanjan,36.6736,48.4787,65.66,34,0,5.84,IR,2021-09-19 23:09:45
470,Dwarka,22.2394,68.9678,81.54,82,3,12.91,IN,2021-09-19 23:09:45
471,Khuzdar,27.7384,66.6434,78.94,59,8,5.48,PK,2021-09-19 23:09:45
472,Kenai,60.5544,-151.2583,58.03,47,1,6.91,US,2021-09-19 23:09:46
473,Roald,62.5833,6.1333,57.16,94,90,4.61,NO,2021-09-19 23:09:46
474,Te Anau,-45.4167,167.7167,43.02,96,79,7.25,NZ,2021-09-19 23:09:46
475,Buy,58.4786,41.53,32.31,86,72,7.81,RU,2021-09-19 23:09:47
476,Gua Musang,4.8823,101.9644,73.24,99,100,2.66,MY,2021-09-19 23:09:47
477,Viransehir,37.2353,39.7631,76.55,25,0,5.48,TR,2021-09-19 23:09:47
478,Kirakira,-10.4544,161.9205,83.34,76,97,14.12,SB,2021-09-19 23:09:48
479,Manzanillo,20.3433,-77.1167,84.83,62,93,9.53,CU,2021-09-19 23:09:48
480,Loralai,30.3705,68.598,74.59,44,0,5.97,PK,2021-09-19 23:09:48
481,Orlik,52.5178,99.825,44.46,65,89,3.18,RU,2021-09-19 23:09:49
482,Garowe,8.4054,48.4845,77.05,65,81,14.83,SO,2021-09-19 23:09:49
483,Puerto Leguizamo,-0.1934,-74.7819,80.64,69,99,2.77,CO,2021-09-19 23:09:49
